,id,last_scraped,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_90,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,license,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2042,547969758798128000,2024-09-18,433688210,Blanca,2021-11-27,,within an hour,1.0,0.93,t,3,3,t,t,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,49.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,7,42,2024-09-18,14,4,0,2022-03-13,2024-07-31,5.0,4.93,5.0,5.0,4.86,,f,0,3,0,0.46
2043,548373258905550976,2024-09-18,814298,Thatch,2011-07-13,"Boston, MA",within an hour,0.99,0.99,f,79,111,t,t,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,356.0,1,365,1.0,4.0,365.0,365.0,1.6,365.0,t,7,57,2024-09-18,28,3,0,2022-04-20,2024-04-22,4.68,4.71,4.96,4.79,4.89,Exempt: This listing is a hotel or motel,t,27,31,0,0.95
2044,548393136882553984,2024-09-18,814298,Thatch,2011-07-13,"Boston, MA",within an hour,0.99,0.99,f,79,111,t,t,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,1.0,422.0,1,365,1.0,4.0,365.0,365.0,1.6,365.0,t,8,58,2024-09-18,47,23,2,2022-04-24,2024-09-04,4.89,4.94,4.83,4.94,5.0,Exempt: This listing is a hotel or motel,t,27,31,0,1.6
2045,548409183091048000,2024-09-18,814298,Thatch,2011-07-13,"Boston, MA",within an hour,0.99,0.99,f,79,111,t,t,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,1.0,339.0,1,365,1.0,4.0,365.0,365.0,1.6,365.0,t,7,62,2024-09-18,30,5,0,2022-04-22,2024-02-19,4.77,4.73,4.87,4.93,4.9,Exempt: This listing is a hotel or motel,t,27,31,0,1.02
2046,548424627632198016,2024-09-18,814298,Thatch,2011-07-13,"Boston, MA",within an hour,0.99,0.99,f,79,111,t,t,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,1.0,356.0,1,365,1.0,4.0,365.0,365.0,1.6,365.0,t,2,49,2024-09-18,37,7,0,2022-04-14,2024-08-17,4.62,4.76,4.81,4.89,5.0,Exempt: This listing is a hotel or motel,t,27,31,0,1.25
2047,548433540428028032,2024-09-18,814298,Thatch,2011-07-13,"Boston, MA",within an hour,0.99,0.99,f,79,111,t,t,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,1.0,366.0,1,365,1.0,4.0,365.0,365.0,1.6,365.0,t,5,59,2024-09-18,39,10,0,2022-04-20,2024-06-28,4.62,4.64,4.54,4.77,4.95,Exempt: This listing is a hotel or motel,t,27,31,0,1.33
2048,549048342007595008,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,363.0,32,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,t,0,0,2024-09-18,1,0,0,2023-08-04,2023-08-04,5.0,5.0,5.0,5.0,5.0,,t,355,0,0,0.07
2049,549055903062654976,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,272.0,32,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,t,0,0,2024-09-18,0,0,0,,,5.0,5.0,5.0,5.0,5.0,,t,355,0,0,
2050,549058407111289984,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,244.0,32,1125,31.0,365.0,1125.0,1125.0,36.2,1125.0,t,0,0,2024-09-18,0,0,0,,,5.0,5.0,5.0,5.0,5.0,,f,355,0,0,
2051,549537073076654976,2024-09-18,3230419,Ty,2012-08-11,"Boston, MA",within a day,1.0,0.0,f,1,1,t,t,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,1.0,275.0,2,32,2.0,2.0,32.0,32.0,2.0,32.0,t,0,1,2024-09-18,15,0,0,2022-05-15,2023-05-21,4.8,4.73,4.47,4.93,4.93,STR-478959,f,1,0,0,0.52
2052,549991434525062016,2024-09-18,84349533,Moe,2016-07-17,"Boston, MA",within an hour,1.0,0.89,t,2,2,t,t,Private room in home,Private room,2,1.5,1.5 baths,1.0,1.0,90.0,5,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,23,83,2024-09-18,26,7,1,2022-06-14,2024-09-14,4.92,4.85,4.88,4.92,4.62,STR-468015,f,0,2,0,0.94
2053,552878688771211008,2024-09-18,437204027,Raja,2021-12-23,,within a few hours,0.9,0.9,f,9,9,t,f,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,45.0,91,365,91.0,91.0,365.0,365.0,91.0,365.0,t,0,15,2024-09-18,3,2,0,2022-05-09,2024-03-12,5.0,4.67,4.0,3.67,4.67,,t,0,6,0,0.1
2054,552968006314520000,2024-09-18,39266840,Kevin & Maria,2015-07-22,"Boston, MA",within an hour,1.0,0.99,t,4,4,t,t,Entire place,Entire home/apt,16,1.2,4 baths,8.0,1.0,213.0,3,28,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,7,47,2024-09-18,33,15,1,2022-03-02,2024-09-02,4.88,4.88,4.97,5.0,4.21,STR-463794,f,4,0,0,1.06
2055,553449835647049024,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,241.0,32,1125,31.0,365.0,1125.0,1125.0,34.8,1125.0,t,0,0,2024-09-18,1,1,0,2024-08-10,2024-08-10,1.0,4.0,5.0,2.0,4.0,,f,355,0,0,0.75
2056,553450125818531008,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,238.0,32,1125,31.0,365.0,1125.0,1125.0,37.4,1125.0,t,0,0,2024-09-18,0,0,0,,,1.0,4.0,5.0,2.0,4.0,,f,355,0,0,
2057,554310711262761024,2024-09-18,437204027,Raja,2021-12-23,,within a few hours,0.9,0.9,f,9,9,t,f,Private room in rental unit,Private room,4,1.0,1 shared bath,2.0,2.0,79.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,0,0,2024-09-18,0,0,0,,,1.0,4.0,5.0,2.0,4.0,,t,0,6,0,
2058,554348528269020032,2024-09-18,814298,Thatch,2011-07-13,"Boston, MA",within an hour,0.99,0.99,f,79,111,t,t,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,328.0,1,365,1.0,4.0,365.0,365.0,1.6,365.0,t,3,55,2024-09-18,54,17,0,2022-04-21,2024-06-17,4.78,4.87,4.85,4.83,4.93,Exempt: This listing is a hotel or motel,t,27,31,0,1.84
2059,554364781966574976,2024-09-18,814298,Thatch,2011-07-13,"Boston, MA",within an hour,0.99,0.99,f,79,111,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,320.0,1,365,1.0,4.0,365.0,365.0,1.6,365.0,t,1,50,2024-09-18,48,13,0,2022-04-19,2024-08-13,4.79,4.9,4.85,4.92,5.0,Exempt: This listing is a hotel or motel,t,27,31,0,1.63
2060,554943232446067008,2024-09-18,814298,Thatch,2011-07-13,"Boston, MA",within an hour,0.99,0.99,f,79,111,t,t,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,2.0,351.0,1,365,1.0,4.0,365.0,365.0,1.6,365.0,t,6,50,2024-09-18,59,32,1,2022-09-25,2024-08-26,4.81,4.86,4.69,4.85,5.0,Exempt: This listing is a hotel or motel,t,27,31,0,2.44
2061,555055858866043008,2024-09-18,19718932,Sayed,2014-08-09,"Boston, MA",,1.0,0.9,f,1,1,t,f,Entire condo,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,345.0,120,365,120.0,120.0,1125.0,1125.0,120.0,1125.0,t,30,90,2024-09-18,0,0,0,,,4.81,4.86,4.69,4.85,5.0,,f,1,0,0,
2062,555679630501137984,2024-09-18,814298,Thatch,2011-07-13,"Boston, MA",within an hour,0.99,0.99,f,79,111,t,t,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,2.0,369.0,1,365,1.0,4.0,365.0,365.0,1.6,365.0,t,8,60,2024-09-18,41,11,0,2022-04-30,2024-08-16,4.51,4.61,4.66,4.8,5.0,Exempt: This listing is a hotel or motel,t,27,31,0,1.41
2063,555687465826158016,2024-09-18,814298,Thatch,2011-07-13,"Boston, MA",within an hour,0.99,0.99,f,79,111,t,t,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,2.0,355.0,1,365,1.0,4.0,365.0,365.0,1.6,365.0,t,6,53,2024-09-18,72,26,1,2022-04-20,2024-08-27,4.75,4.85,4.76,4.96,4.99,Exempt: This listing is a hotel or motel,t,27,31,0,2.45
2064,555694101481790016,2024-09-18,814298,Thatch,2011-07-13,"Boston, MA",within an hour,0.99,0.99,f,79,111,t,t,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,315.0,1,365,1.0,4.0,365.0,365.0,1.6,365.0,t,11,58,2024-09-18,28,17,2,2022-05-03,2024-09-14,4.93,4.93,4.79,4.96,4.96,Exempt: This listing is a hotel or motel,t,27,31,0,0.97
2065,555701180743803008,2024-09-18,814298,Thatch,2011-07-13,"Boston, MA",within an hour,0.99,0.99,f,79,111,t,t,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,1.0,343.0,1,365,1.0,4.0,365.0,365.0,1.6,365.0,t,5,49,2024-09-18,31,17,1,2022-05-30,2024-08-25,4.84,4.87,4.77,4.87,5.0,Exempt: This listing is a hotel or motel,t,27,31,0,1.1
2066,556665854357342976,2024-09-18,373675137,Liya,2020-10-28,"Boston, MA",within an hour,1.0,0.97,,161,287,t,t,Entire rental unit,Entire home/apt,4,1.0,1 bath,3.0,3.0,145.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,0,0,2024-09-18,2,1,0,2023-09-01,2024-03-09,5.0,5.0,5.0,5.0,5.0,,f,49,0,0,0.16
2067,556918256350139008,2024-09-18,9663343,Sarah,2013-10-27,"Boston, MA",within an hour,1.0,0.96,f,2,14,t,t,Private room in bed and breakfast,Private room,2,1.0,1 shared bath,1.0,1.0,85.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,30,90,2024-09-18,33,4,0,2022-03-04,2023-11-11,4.58,4.82,4.64,4.82,4.24,Exempt: This listing is a unit used for furnished institutional or business stays,f,0,2,0,1.06
2068,556950410338374976,2024-09-18,9663343,Sarah,2013-10-27,"Boston, MA",within an hour,1.0,0.96,f,2,14,t,t,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,85.0,91,365,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,30,90,2024-09-18,44,3,0,2022-02-13,2023-10-13,4.8,4.89,4.8,4.86,4.61,Exempt: This listing is a unit used for furnished institutional or business stays,t,0,2,0,1.39
2069,557094168867486016,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,206.0,32,1125,31.0,365.0,1125.0,1125.0,34.8,1125.0,t,0,0,2024-09-18,0,0,0,,,4.8,4.89,4.8,4.86,4.61,,t,355,0,0,
2070,557094454595424000,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,212.0,32,1125,31.0,365.0,1125.0,1125.0,34.9,1125.0,t,0,0,2024-09-18,0,0,0,,,4.8,4.89,4.8,4.86,4.61,,f,355,0,0,
2071,557861915611212992,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,263.0,32,1125,31.0,365.0,1125.0,1125.0,34.8,1125.0,t,0,0,2024-09-18,0,0,0,,,4.8,4.89,4.8,4.86,4.61,,t,355,0,0,
2072,557862346669300992,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,239.0,60,1125,60.0,365.0,1125.0,1125.0,63.1,1125.0,t,0,47,2024-09-18,0,0,0,,,4.8,4.89,4.8,4.86,4.61,,t,355,0,0,
2073,558618724978643008,2024-09-18,423270067,Harry And Susie,2021-09-16,"Boston, MA",within an hour,0.9,0.99,f,10,159,t,t,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,733.0,1,365,1.0,8.0,365.0,365.0,3.5,365.0,t,0,0,2024-09-18,56,22,0,2022-06-04,2024-08-12,4.63,4.64,4.64,4.64,4.84,Exempt: This listing is a unit used for furnished institutional or business stays,t,10,0,0,2.0
2074,558665860397481984,2024-09-18,423270067,Harry And Susie,2021-09-16,"Boston, MA",within an hour,0.9,0.99,f,10,159,t,t,Entire rental unit,Entire home/apt,4,0.0,0 baths,2.0,3.0,1055.0,1,1000,1.0,8.0,1000.0,1000.0,3.5,1000.0,t,0,0,2024-09-18,7,7,0,2024-01-12,2024-08-12,4.29,4.29,4.29,4.14,4.29,Exempt: This listing is a unit used for furnished institutional or business stays,t,10,0,0,0.84
2075,558737352827140992,2024-09-18,212359760,Mohammed Radi,2018-08-29,"Boston, MA",within an hour,0.99,0.98,f,120,185,t,t,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,2.0,227.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,3,35,2024-09-18,7,0,0,2022-05-09,2023-09-13,4.57,4.0,4.71,3.86,4.71,Exempt: This listing is a unit that has contracts with hospitals,t,63,0,0,0.24
2076,560156651716107008,2024-09-18,224829568,Sonder (Boston),2018-11-08,"Boston, MA",within an hour,0.99,1.0,f,36,126,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,400.0,1,1125,1.0,2.0,1.0,1125.0,1.9,117.8,t,21,79,2024-09-18,204,34,2,2018-03-30,2024-09-02,4.75,4.76,4.8,4.74,4.91,Exempt: This listing is a hotel or motel,t,13,7,0,2.59
2077,561575169091225024,2024-09-18,118162851,Eric,2017-02-26,"Fort Lauderdale, FL",within an hour,1.0,1.0,f,3,3,t,t,Entire condo,Entire home/apt,4,2.0,2 baths,2.0,0.0,750.0,29,90,29.0,60.0,1125.0,1125.0,31.4,1125.0,t,0,46,2024-09-18,3,0,0,2022-03-26,2023-01-13,5.0,4.67,5.0,5.0,5.0,STR-468139,t,1,0,0,0.1
2078,562395069475860992,2024-09-18,224829568,Sonder (Boston),2018-11-08,"Boston, MA",within an hour,0.99,1.0,f,36,126,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,370.0,1,1125,1.0,2.0,1.0,1125.0,1.8,212.0,t,7,49,2024-09-18,65,12,1,2018-03-21,2024-08-26,4.83,4.78,4.89,4.82,4.97,Exempt: This listing is a hotel or motel,t,13,7,0,0.82
2079,563794192602065984,2024-09-18,224829568,Sonder (Boston),2018-11-08,"Boston, MA",within an hour,0.99,1.0,f,36,126,t,t,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,746.0,1,1125,1.0,3.0,1.0,1125.0,2.0,107.9,t,22,79,2024-09-18,211,55,3,2018-03-09,2024-09-03,4.71,4.68,4.73,4.71,4.87,Exempt: This listing is a hotel or motel,t,13,7,0,2.65
2080,564126988582216000,2024-09-18,2356643,StayNue,2012-05-12,"Boston, MA",within an hour,1.0,0.99,f,89,314,t,t,Entire loft,Entire home/apt,2,1.0,1 bath,0.0,1.0,61.0,1,1125,1.0,3.0,1125.0,1125.0,2.3,1125.0,t,25,85,2024-09-18,9,4,2,2022-03-21,2024-08-27,3.44,3.67,3.33,3.56,3.89,STR-423037,t,16,29,0,0.3
2081,564514494379318016,2024-09-18,70199947,Jenelle,2016-05-03,"Boston, MA",within an hour,1.0,1.0,t,2,2,t,t,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,0.0,1.0,1300.0,120,365,120.0,120.0,365.0,365.0,120.0,365.0,t,28,88,2024-09-18,0,0,0,,,3.44,3.67,3.33,3.56,3.89,,f,1,0,0,
2082,565026020916947968,2024-09-18,162705378,Huanan,2017-12-14,"Cambridge, MA",within an hour,1.0,0.99,t,5,7,t,t,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,188.0,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,8,2024-09-18,249,97,6,2022-04-18,2024-09-04,4.81,4.86,4.74,4.93,4.96,STR-465433,t,2,0,0,8.44
2083,565061216401673984,2024-09-18,137161971,Daniel,2017-06-26,"Boston, MA",within an hour,1.0,0.95,,4,4,t,t,Entire condo,Entire home/apt,4,2.0,2 baths,3.0,3.0,193.0,1,1125,1.0,2.0,1125.0,1125.0,1.9,1125.0,t,0,44,2024-09-18,195,51,3,2022-03-03,2024-08-30,4.96,4.94,4.91,4.99,4.61,STR-464328,f,3,0,0,6.28
2084,565180602602398016,2024-09-18,437204027,Raja,2021-12-23,,within a few hours,0.9,0.9,f,9,9,t,f,Private room in rental unit,Private room,4,1.0,1 bath,2.0,2.0,82.0,91,365,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,0,0,2024-09-18,2,0,0,2022-06-29,2022-09-30,4.5,5.0,3.0,5.0,4.5,,t,0,6,0,0.07
2085,566450430168033024,2024-09-18,373675137,Liya,2020-10-28,"Boston, MA",within an hour,1.0,0.97,,161,287,t,t,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,105.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,0,48,2024-09-18,2,1,0,2023-08-15,2024-04-30,4.5,4.0,4.0,5.0,5.0,,f,49,0,0,0.15
2086,567263377944350976,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,212.0,32,1125,31.0,365.0,1125.0,1125.0,36.9,1125.0,t,0,0,2024-09-18,0,0,0,,,4.5,4.0,4.0,5.0,5.0,,f,355,0,0,
2087,567350456427499008,2024-09-18,224829568,Sonder (Boston),2018-11-08,"Boston, MA",within an hour,0.99,1.0,f,36,126,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,384.0,1,1125,1.0,2.0,1.0,1125.0,1.9,117.2,t,15,71,2024-09-18,169,34,1,2018-03-09,2024-08-25,4.73,4.78,4.79,4.75,4.91,Exempt: This listing is a hotel or motel,t,13,7,0,2.12
2088,567399516598732992,2024-09-18,224829568,Sonder (Boston),2018-11-08,"Boston, MA",within an hour,0.99,1.0,f,36,126,t,t,Entire rental unit,Entire home/apt,6,2.5,2.5 baths,3.0,3.0,792.0,1,1125,1.0,3.0,1.0,1125.0,1.9,229.5,t,17,64,2024-09-18,73,3,0,2018-03-12,2023-12-07,4.81,4.85,4.81,4.82,4.92,Exempt: This listing is a hotel or motel,t,13,7,0,0.92
2089,568692279938659968,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,267.0,32,1125,31.0,365.0,1125.0,1125.0,34.8,1125.0,t,0,18,2024-09-18,0,0,0,,,4.81,4.85,4.81,4.82,4.92,,t,355,0,0,
2090,568694788908430976,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,240.0,32,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,t,0,0,2024-09-18,0,0,0,,,4.81,4.85,4.81,4.82,4.92,,t,355,0,0,
2091,569407505309686976,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,266.0,32,1125,31.0,365.0,1125.0,1125.0,36.9,1125.0,t,0,0,2024-09-18,0,0,0,,,4.81,4.85,4.81,4.82,4.92,,t,355,0,0,
2092,570980045884660992,2024-09-18,446952127,Yan,2022-02-26,,within an hour,1.0,1.0,t,1,1,t,t,Entire rental unit,Entire home/apt,6,1.0,1 bath,1.0,4.0,147.0,1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,5,48,2024-09-18,270,111,9,2022-03-13,2024-09-03,4.81,4.84,4.78,4.88,4.72,STR-524680,f,1,0,0,8.79
2093,571520709128278976,2024-09-18,122996508,Chloe,2017-03-28,"Boston, MA",,1.0,0.9,f,1,1,t,t,Private room in condo,Private room,2,1.2,1 private bath,1.0,1.0,213.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,0,0,2024-09-18,27,0,0,2022-09-05,2023-08-11,5.0,4.93,4.96,5.0,4.89,STR-489462,f,0,1,0,1.09
2094,571845113465670976,2024-09-18,373675137,Liya,2020-10-28,"Boston, MA",within an hour,1.0,0.97,,161,287,t,t,Entire rental unit,Entire home/apt,3,1.0,1 bath,3.0,3.0,145.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,,0,48,2024-09-18,5,3,1,2023-03-31,2024-08-30,4.4,5.0,5.0,5.0,5.0,,f,49,0,0,0.28
2095,571988432134425984,2024-09-18,373675137,Liya,2020-10-28,"Boston, MA",within an hour,1.0,0.97,,161,287,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,112.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,0,29,2024-09-18,8,4,0,2022-05-01,2024-05-26,4.88,4.88,4.63,5.0,5.0,,f,49,0,0,0.28
2096,573001187522926976,2024-09-18,409684302,Justin And Mandy,2021-06-28,"Boston, MA",within an hour,1.0,0.99,f,34,153,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,421.0,14,1125,28.0,60.0,1125.0,1125.0,50.4,1125.0,t,2,23,2024-09-18,1,0,0,2022-08-04,2022-08-04,5.0,5.0,5.0,5.0,5.0,,t,34,0,0,0.04
2097,573397879029683008,2024-09-18,331225367,Foster,2020-01-27,,within an hour,1.0,1.0,,123,127,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,248.0,1,365,1.0,4.0,365.0,365.0,1.5,365.0,t,11,65,2024-09-18,104,39,5,2022-03-12,2024-09-11,4.68,4.77,4.74,4.86,4.89,,t,77,0,0,3.38
2098,573888797577982016,2024-09-18,814298,Thatch,2011-07-13,"Boston, MA",within an hour,0.99,0.99,f,79,111,t,t,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,171.0,1,365,1.0,3.0,365.0,365.0,1.2,365.0,t,18,78,2024-09-18,23,7,0,2022-04-04,2023-11-18,3.78,4.26,4.17,4.96,4.17,Exempt: This listing is a hotel or motel,t,27,31,0,0.77
2099,574763198852585024,2024-09-18,31340713,Kama,2015-04-16,"Boston, MA",within an hour,1.0,0.94,f,101,158,t,t,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,169.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,11,58,2024-09-18,8,6,0,2022-08-03,2024-03-15,4.63,4.88,4.75,4.63,4.75,Exempt: This listing is a unit used for furnished institutional or business stays,f,33,0,0,0.31
2100,575336189867924992,2024-09-18,814298,Thatch,2011-07-13,"Boston, MA",within an hour,0.99,0.99,f,79,111,t,t,Private room in serviced apartment,Private room,2,2.0,2 shared baths,1.0,1.0,130.0,2,7,1.0,3.0,7.0,7.0,1.2,7.0,t,10,55,2024-09-18,5,1,0,2022-03-12,2024-03-24,4.0,4.0,4.0,4.6,5.0,Exempt: This listing is a hotel or motel,t,27,31,0,0.16
2101,575375554573801024,2024-09-18,59224820,Marian,2016-02-17,"Boston, MA",within an hour,1.0,0.95,t,1,1,t,t,Entire condo,Entire home/apt,4,1.0,1 bath,2.0,2.0,195.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,2,37,2024-09-18,74,38,4,2022-09-06,2024-09-13,4.97,4.99,4.95,4.99,4.54,STR-489341,f,1,0,0,2.98
2102,575446939554068992,2024-09-18,266312920,STARS Of,2019-06-04,"Boston, MA",within an hour,0.98,0.9,f,77,131,t,t,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,195.0,29,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,1,46,2024-09-18,0,0,0,,,4.97,4.99,4.95,4.99,4.54,Exempt: This listing is a unit used for furnished institutional or business stays,f,35,0,0,
2103,577093755825944960,2024-09-18,232009663,Annie,2018-12-22,"San Francisco, CA",within a few hours,1.0,0.72,t,9,19,t,t,Private room in condo,Private room,1,1.0,1 shared bath,1.0,1.0,118.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,22,2024-09-18,4,2,0,2022-03-11,2024-03-20,5.0,5.0,4.5,5.0,5.0,Exempt: This listing is a unit used for furnished institutional or business stays,f,1,2,0,0.13
2104,577524733457245056,2024-09-18,122377513,Evolve,2017-03-24,United States,within an hour,1.0,0.99,f,514,1110,t,t,Entire condo,Entire home/apt,4,1.2,2 baths,2.0,1.0,213.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,0,2024-09-18,3,0,0,2022-04-09,2022-07-03,3.67,4.33,4.0,3.67,4.33,STR-465204,t,4,0,0,0.1
2105,577554955799148032,2024-09-18,20493238,Diana,2014-08-24,"Boston, MA",within a day,0.71,0.0,f,1,3,t,t,Private room in condo,Private room,1,1.0,1 shared bath,1.0,1.0,92.0,91,240,91.0,91.0,240.0,240.0,91.0,240.0,t,0,16,2024-09-18,0,0,0,,,3.67,4.33,4.0,3.67,4.33,,f,0,1,0,
2106,577559184783486976,2024-09-18,814298,Thatch,2011-07-13,"Boston, MA",within an hour,0.99,0.99,f,79,111,t,t,Private room in rental unit,Private room,2,2.0,2 shared baths,1.0,1.0,159.0,2,7,1.0,3.0,7.0,7.0,1.2,7.0,t,10,65,2024-09-18,12,3,0,2022-05-02,2024-06-13,4.17,4.25,4.42,4.58,4.75,Exempt: This listing is a hotel or motel,t,27,31,0,0.41
2107,577611339928669056,2024-09-18,814298,Thatch,2011-07-13,"Boston, MA",within an hour,0.99,0.99,f,79,111,t,t,Private room in rental unit,Private room,2,2.0,2 shared baths,1.0,1.0,147.0,1,7,1.0,3.0,7.0,7.0,1.2,7.0,t,11,59,2024-09-18,15,1,0,2022-04-10,2023-10-15,3.87,4.07,3.87,4.47,4.53,Exempt: This listing is a hotel or motel,t,27,31,0,0.5
